month,channel_1,channel_2,Top_vs_Top,Low_vs_Low,Low_vs_Top
2020-06,Google Cloud Tech,Microsoft Azure,0.1051212244842158,,0.2108868768416228
2020-06,IBM Technology,Microsoft Azure,,,0.17449657609305635
2020-07,AWS Developers,Google Cloud Tech,,0.18119314166077746,0.16529165472033083
2020-07,AWS Developers,IBM Technology,,0.2616759079967148,
2020-07,AWS Developers,Microsoft Azure,,0.18660507238994387,0.23567961441728735
2020-07,Google Cloud Tech,IBM Technology,,0.29987095251199297,0.1957069023465834
2020-07,Google Cloud Tech,Microsoft Azure,0.1313081755645249,0.25152507461303397,0.20051074826597667
2020-07,IBM Technology,Microsoft Azure,,0.18867307891308888,0.2665320694753094
2020-08,AWS Developers,Google Cloud Tech,,,0.1163363372529255
2020-08,AWS Developers,IBM Technology,,0.2566144479793466,0.04838792139733978
2020-08,AWS Developers,Microsoft Azure,,0.1733043140612505,0.14206284564124327
2020-08,Google Cloud Tech,IBM Technology,0.06013627085829136,,0.1793935427508783
2020-08,Google Cloud Tech,Microsoft Azure,0.12718019961559449,,0.1408036932051806
2020-08,IBM Technology,Microsoft Azure,-0.018171243504639986,0.16833739067091877,0.15248184177700494
2020-09,AWS Developers,Google Cloud Tech,0.20286632971617935,0.1919886323313581,0.17396403395409032
2020-09,AWS Developers,IBM Technology,,0.2173258273436357,0.31690149298529274
2020-09,AWS Developers,Microsoft Azure,0.16585526355156172,,0.22786736880025105
2020-09,Google Cloud Tech,IBM Technology,,0.18574501488736211,0.18943854951182582
2020-09,Google Cloud Tech,Microsoft Azure,0.17467427957804732,,0.17797494118070914
2020-09,IBM Technology,Microsoft Azure,,,0.22563470413822218
2020-10,AWS Developers,Google Cloud Tech,,,0.12700294267636142
2020-10,AWS Developers,IBM Technology,,0.13360791093375932,0.05709724608103456
2020-10,AWS Developers,Microsoft Azure,,,0.10706359483326855
2020-10,Google Cloud Tech,IBM Technology,0.10419616579847482,,0.17051923170475342
2020-10,Google Cloud Tech,Microsoft Azure,0.15217259405576378,,
2020-10,IBM Technology,Microsoft Azure,0.1456189797514044,,0.2960408094502046
2020-11,AWS Developers,Google Cloud Tech,,0.17849635496424873,0.19525254492140587
2020-11,AWS Developers,IBM Technology,,0.3803978123393578,0.1094376991483584
2020-11,AWS Developers,Microsoft Azure,,0.30671821617764705,0.1943992456634404
2020-11,Google Cloud Tech,IBM Technology,0.08418280146015711,0.18143192332812558,0.1340522747329236
2020-11,Google Cloud Tech,Microsoft Azure,0.11737110710906438,0.09651297306890588,0.13529922580583845
2020-11,IBM Technology,Microsoft Azure,0.08275125117851449,0.2453975144574166,0.13620012811150134
2020-12,Google Cloud Tech,IBM Technology,0.1398305679602707,,0.17778488181051
2020-12,Google Cloud Tech,Microsoft Azure,0.09352141506285673,,
2020-12,IBM Technology,Microsoft Azure,0.05590122311346465,,0.15651239259039476
2021-01,AWS Developers,Google Cloud Tech,,,0.18251789455147796
2021-01,AWS Developers,IBM Technology,,0.22382694133610329,
2021-01,AWS Developers,Microsoft Azure,,0.11397901437321155,0.20028813476932014
2021-01,Google Cloud Tech,IBM Technology,,,0.20088189203196283
2021-01,Google Cloud Tech,Microsoft Azure,0.21694702494667267,,0.10028480039501578
2021-01,IBM Technology,Microsoft Azure,,0.1692991629902342,0.2806709683791822
2021-02,Google Cloud Tech,IBM Technology,0.08427342713356559,0.2638669865463561,0.1835462517252432
2021-02,Google Cloud Tech,Microsoft Azure,0.15840074306081858,0.21022021065440522,0.16891209148497685
2021-02,IBM Technology,Microsoft Azure,0.12899189693380853,0.25218528346603836,0.1815016499119708
2021-03,AWS Developers,Google Cloud Tech,0.14653766538693058,0.19356445332700908,0.15706144431389826
2021-03,AWS Developers,IBM Technology,0.098978545784001,0.27731871526261365,0.16367033868691128
2021-03,AWS Developers,Microsoft Azure,0.17417254345606167,0.18308905052012667,0.18149176971047248
2021-03,Google Cloud Tech,IBM Technology,0.06732535076994749,0.18135612098406584,0.17119230059856458
2021-03,Google Cloud Tech,Microsoft Azure,0.14568449770161906,0.1344872502564384,0.132370837250453
2021-03,IBM Technology,Microsoft Azure,0.04713496306071236,0.23168715289865321,0.1040946010541518
2021-04,AWS Developers,Google Cloud Tech,0.20581472943611778,0.18680475896049112,0.19420091953043883
2021-04,AWS Developers,IBM Technology,0.18011039932299944,0.24198997166277966,0.19890713890462364
2021-04,AWS Developers,Microsoft Azure,0.15946847388599908,,0.1850017814786876
2021-04,Google Cloud Tech,IBM Technology,0.2005387372774283,0.17601960141214829,0.165483596505332
2021-04,Google Cloud Tech,Microsoft Azure,0.18312191400062647,,0.15121448480594685
2021-04,IBM Technology,Microsoft Azure,0.11719847989326955,,0.1536027796796481
2021-05,AWS Developers,Google Cloud Tech,0.18129864387787056,0.21918462735302227,0.19581704168761005
2021-05,AWS Developers,IBM Technology,0.1388255594273628,0.25731888085424476,0.2146544379070853
2021-05,AWS Developers,Microsoft Azure,0.22369900758907962,0.2837277137496331,0.23961819103808768
2021-05,Google Cloud Tech,IBM Technology,0.06283037179636929,0.2886725417166275,0.18763025863239002
2021-05,Google Cloud Tech,Microsoft Azure,0.18954102884531193,0.21985484251772225,0.22460369106016687
2021-05,IBM Technology,Microsoft Azure,0.08866142423813556,0.329436710014972,0.19786230118170164
2021-06,AWS Developers,Google Cloud Tech,0.19611338968966321,,0.16180494774341544
2021-06,AWS Developers,IBM Technology,0.15476146615339037,0.30275959742531544,0.22343317740497537
2021-06,AWS Developers,Microsoft Azure,0.21451490316797525,,0.17911861471597318
2021-06,Google Cloud Tech,IBM Technology,0.09611571429408436,,0.2090518049699415
2021-06,Google Cloud Tech,Microsoft Azure,0.12331229313502574,,
2021-06,IBM Technology,Microsoft Azure,0.1173037448659308,,0.24106025578714108
2021-07,AWS Developers,Google Cloud Tech,0.14522316591827908,,0.14513727188750025
2021-07,AWS Developers,IBM Technology,0.08558686427035378,0.2845714588129129,0.17540358555716073
2021-07,AWS Developers,Microsoft Azure,0.16648732784914566,0.14963579127045598,0.16307873837157527
2021-07,Google Cloud Tech,IBM Technology,0.10263372589998392,,0.18642132371267267
2021-07,Google Cloud Tech,Microsoft Azure,0.13042297863884908,,0.08563256236371478
2021-07,IBM Technology,Microsoft Azure,0.11440069258637123,0.1897129788739963,0.12815668693903698
2021-08,AWS Developers,Google Cloud Tech,0.22577127304803102,0.09969973012188318,0.1549029737090534
2021-08,AWS Developers,IBM Technology,0.11483565776269336,0.28154661949784854,0.21081666360664553
2021-08,AWS Developers,Microsoft Azure,0.21074309115319417,0.22732207175345226,0.21782213172364484
2021-08,Google Cloud Tech,IBM Technology,0.12198077485012919,0.1512274607734498,0.15559612134031425
2021-08,Google Cloud Tech,Microsoft Azure,0.16709632336950997,0.10291642313759618,0.1543959385081101
2021-08,IBM Technology,Microsoft Azure,0.05593471869837869,0.24244171870750586,0.16379104047645054
2021-09,AWS Developers,Google Cloud Tech,0.18605920118816655,0.08483919155841049,0.14899098813182196
2021-09,AWS Developers,IBM Technology,0.06993050609337045,0.31293668311916834,0.17142415227151675
2021-09,AWS Developers,Microsoft Azure,0.16497297221521326,,0.1700148707694974
2021-09,Google Cloud Tech,IBM Technology,0.12089513638588818,0.056115462943367576,0.1370560974325938
2021-09,Google Cloud Tech,Microsoft Azure,0.15953420693618464,,0.0286155148473768
2021-09,IBM Technology,Microsoft Azure,0.06323985628333727,,0.1638726510642941
2021-10,AWS Developers,Google Cloud Tech,0.1791513137017498,0.11712692085330766,0.12825044855418052
2021-10,AWS Developers,IBM Technology,0.05501580603927604,0.2337371613925689,0.13041332460330518
2021-10,AWS Developers,Microsoft Azure,0.1912863625140936,,0.21169087114981308
2021-10,Google Cloud Tech,IBM Technology,0.06679700011483243,0.16292522278183946,0.08386269170820582
2021-10,Google Cloud Tech,Microsoft Azure,0.1337234218798056,,0.1071784371144472
2021-10,IBM Technology,Microsoft Azure,0.022949131875421098,,0.12036921329092026
2021-11,AWS Developers,Google Cloud Tech,,0.1716292157682451,0.19379908153847814
2021-11,AWS Developers,IBM Technology,,0.2008636973057536,0.09574170492182574
2021-11,AWS Developers,Microsoft Azure,,0.19988583708118352,0.11186377185489116
2021-11,Google Cloud Tech,IBM Technology,0.10369784927909524,0.14247976347037913,0.13054291978439353
2021-11,Google Cloud Tech,Microsoft Azure,0.1593784044929349,0.1824568121414761,0.15382034872327272
2021-11,IBM Technology,Microsoft Azure,0.09643441991380208,0.13061737801088585,0.09229550644100082
2021-12,Google Cloud Tech,IBM Technology,0.05495808160076723,,0.15005716013671436
2021-12,Google Cloud Tech,Microsoft Azure,0.21511635558657352,,
2021-12,IBM Technology,Microsoft Azure,0.034666214278192393,,0.16528100271745103
2022-01,AWS Developers,Google Cloud Tech,,,0.12190653739725235
2022-01,AWS Developers,IBM Technology,,0.1632915202294739,0.0722089875818834
2022-01,AWS Developers,Microsoft Azure,,0.16679141392474714,0.15913893166204388
2022-01,Google Cloud Tech,IBM Technology,0.07988367997758664,,0.18236121874238603
2022-01,Google Cloud Tech,Microsoft Azure,0.1437913766500808,,0.18506389025810915
2022-01,IBM Technology,Microsoft Azure,0.05577848962821513,0.20504217787626772,0.1030464801036878
2022-02,AWS Developers,Google Cloud Tech,,0.16602867260256313,0.27668256051804396
2022-02,AWS Developers,IBM Technology,0.10905091894400595,0.1917460266874077,0.18237171217035036
2022-02,AWS Developers,Microsoft Azure,0.23445870037905003,,0.14141465464832642
2022-02,Google Cloud Tech,IBM Technology,,0.20560182604612853,0.15523535409967965
2022-02,Google Cloud Tech,Microsoft Azure,,,0.14460317398429856
2022-02,IBM Technology,Microsoft Azure,0.041455976301346086,,0.19939124640429554
2022-03,AWS Developers,Google Cloud Tech,0.18757774172137548,0.16653666046966892,0.17863052413869318
2022-03,AWS Developers,IBM Technology,0.07284689188710233,,0.07945912439374896
2022-03,AWS Developers,Microsoft Azure,0.16286383498021215,0.16107676692953807,0.16645166853775728
2022-03,Google Cloud Tech,IBM Technology,0.0624053094430526,,0.03787086702418487
2022-03,Google Cloud Tech,Microsoft Azure,0.1782776858805555,0.20008792619979224,0.19025171402280078
2022-03,IBM Technology,Microsoft Azure,0.02835363981522115,,0.03144410391043266
2022-04,AWS Developers,Google Cloud Tech,0.12208725233452167,0.1848184502820455,0.13215952647842016
2022-04,AWS Developers,IBM Technology,0.07754918759909156,0.2823821853914546,0.17159457847704288
2022-04,AWS Developers,Microsoft Azure,0.13043419393520939,,0.10579647842771937
2022-04,Google Cloud Tech,IBM Technology,0.08834360957625811,0.1930532736632892,0.10539888493425159
2022-04,Google Cloud Tech,Microsoft Azure,0.1906963408179696,,0.11360543280706326
2022-04,IBM Technology,Microsoft Azure,0.010635423961438888,,0.16509857429809305
2022-05,AWS Developers,Google Cloud Tech,0.19265175806360027,0.18993225084026824,0.17719523019234168
2022-05,AWS Developers,IBM Technology,0.14927166728325011,0.26911006696559747,0.23840696623125168
2022-05,AWS Developers,Microsoft Azure,0.14651514244314662,0.20053828937982526,0.16548107434729198
2022-05,Google Cloud Tech,IBM Technology,0.10737696038463711,0.1870989892575471,0.13337900329670455
2022-05,Google Cloud Tech,Microsoft Azure,0.13603936987903556,0.11830341768796655,0.1272378176966128
2022-05,IBM Technology,Microsoft Azure,0.03249241461068773,0.2302022226279775,0.0894238227109563
2022-06,AWS Developers,Google Cloud Tech,0.18548119515033618,0.08776026099827124,0.1454982913848768
2022-06,AWS Developers,IBM Technology,0.10736770552665593,0.28355979584195606,0.19143494198691674
2022-06,AWS Developers,Microsoft Azure,0.16460397336522634,0.1710249995969353,0.1780466057556201
2022-06,Google Cloud Tech,IBM Technology,0.11636911749348883,0.13757028805676574,0.10233484419719038
2022-06,Google Cloud Tech,Microsoft Azure,0.09330885904482038,0.10869159948292287,0.09322440366040081
2022-06,IBM Technology,Microsoft Azure,0.025880236009633933,0.24415001021594673,0.08948017555235016
2022-07,AWS Developers,Google Cloud Tech,0.15963426625536722,0.17701498678995614,0.14226342565305433
2022-07,AWS Developers,IBM Technology,0.11379811765658833,0.29965273423429484,0.18399121362946536
2022-07,AWS Developers,Microsoft Azure,0.09207409422078386,0.0787531346422411,0.10160994476527682
2022-07,Google Cloud Tech,IBM Technology,0.04693239815356487,0.2118440991601106,0.10795558211738174
2022-07,Google Cloud Tech,Microsoft Azure,0.08328149180773248,0.15040002615893466,0.05603365771284714
2022-07,IBM Technology,Microsoft Azure,0.0049093389703520375,0.11530837604048433,0.10885944799226825
2022-08,AWS Developers,Google Cloud Tech,0.15469772985104394,0.14172409459769278,0.1476858883258253
2022-08,AWS Developers,IBM Technology,0.07046001378729334,0.17325944943039176,0.13697349056567532
2022-08,AWS Developers,Microsoft Azure,0.19190730890414603,0.1848941792517808,0.17858736026079766
2022-08,Google Cloud Tech,IBM Technology,0.10358844877283159,0.040848227438546436,0.07055543031358283
2022-08,Google Cloud Tech,Microsoft Azure,0.10226384641173568,0.11127129188814025,0.1241280612033488
2022-08,IBM Technology,Microsoft Azure,0.03519685505992879,0.11407932529223187,0.08589076252768241
2022-09,AWS Developers,Google Cloud Tech,0.17108981235580292,0.14620484008893336,0.14285731039579574
2022-09,AWS Developers,IBM Technology,0.07236816316046968,,0.08797350238189043
2022-09,AWS Developers,Microsoft Azure,0.22523680290461384,,0.1959097223711571
2022-09,Google Cloud Tech,IBM Technology,0.10993420720823692,,0.056778792974959635
2022-09,Google Cloud Tech,Microsoft Azure,0.19937666791116498,,0.20706819677853083
2022-09,IBM Technology,Microsoft Azure,0.12727299046067117,,
2022-10,AWS Developers,Google Cloud Tech,0.1838082150590045,0.20058919965226876,0.18690933388191278
2022-10,AWS Developers,IBM Technology,0.11534002191015305,0.23834689840400541,0.14623841001168522
2022-10,AWS Developers,Microsoft Azure,0.16426404540216347,,0.1755600415194046
2022-10,Google Cloud Tech,IBM Technology,0.10633215518576655,0.20244399158012588,0.12464114918365515
2022-10,Google Cloud Tech,Microsoft Azure,0.13516296500325953,,0.11302537876833894
2022-10,IBM Technology,Microsoft Azure,0.08882144119081543,,0.2121937697721042
2022-11,AWS Developers,Google Cloud Tech,0.20585220103460009,,0.17729687581175385
2022-11,AWS Developers,IBM Technology,0.1901501881394336,,0.13404735834533352
2022-11,AWS Developers,Microsoft Azure,0.11207210370413948,,
2022-11,Google Cloud Tech,IBM Technology,0.10023961360866111,0.13571404520466496,0.0979974188908583
2022-11,Google Cloud Tech,Microsoft Azure,0.11945947896278382,,0.17632269075030899
2022-11,IBM Technology,Microsoft Azure,0.029400409429983888,,0.148888124381518
2022-12,Google Cloud Tech,IBM Technology,0.0879754184234116,0.10629895910350204,0.07399958825294321
2022-12,Google Cloud Tech,Microsoft Azure,0.12235314470274258,,0.12364261169663018
2022-12,IBM Technology,Microsoft Azure,-0.021720945840371854,,0.08920195017623092
2023-01,AWS Developers,Google Cloud Tech,0.069562893144984,,0.1183092713473098
2023-01,AWS Developers,IBM Technology,0.07492671117717123,0.2574259939082021,0.11507224253997993
2023-01,AWS Developers,Microsoft Azure,0.09048954331017808,0.11331546240920654,0.16328722865065873
2023-01,Google Cloud Tech,IBM Technology,0.0415236394249116,,0.08214862859541162
2023-01,Google Cloud Tech,Microsoft Azure,0.08718494290156344,,0.10320022247161498
2023-01,IBM Technology,Microsoft Azure,-0.011134917608511338,0.05723719231475879,0.04284493882916422
2023-02,AWS Developers,Google Cloud Tech,0.15744375956501644,0.20699334823052454,0.17845920834263565
2023-02,AWS Developers,IBM Technology,0.08072647451401475,0.17734355231373047,0.14969649231697033
2023-02,AWS Developers,Microsoft Azure,,0.1986518657297303,0.17860478901407087
2023-02,Google Cloud Tech,IBM Technology,0.10318186315185693,0.09251748177843222,0.08187029992996094
2023-02,Google Cloud Tech,Microsoft Azure,,0.16520392155121233,0.16206395588742506
2023-02,IBM Technology,Microsoft Azure,,0.20403426576189573,0.09601203970519688
2023-03,AWS Developers,Google Cloud Tech,0.14356150097604642,0.21135284554603614,0.1193797219007402
2023-03,AWS Developers,IBM Technology,0.09746136428754876,0.12907145141036222,0.08388286646356981
2023-03,AWS Developers,Microsoft Azure,,0.1998969729872563,0.17801050236329918
2023-03,Google Cloud Tech,IBM Technology,0.06937023743684338,0.08312887282782065,0.07814093073667698
2023-03,Google Cloud Tech,Microsoft Azure,,0.10712041582876879,0.1154637803467099
2023-03,IBM Technology,Microsoft Azure,,0.1677019813716294,0.10009689119889022
2023-04,AWS Developers,Google Cloud Tech,0.1595269034724318,0.14172202891371705,0.17793466791749926
2023-04,AWS Developers,IBM Technology,0.09623754447385525,,0.07349950810026583
2023-04,AWS Developers,Microsoft Azure,0.2373921380574351,0.2490903908551831,0.20380153274895313
2023-04,Google Cloud Tech,IBM Technology,0.08222526761528891,,0.07675524079198232
2023-04,Google Cloud Tech,Microsoft Azure,0.17802119024774074,0.19725910756768852,0.19805400063603218
2023-04,IBM Technology,Microsoft Azure,0.10252670296201066,,0.07177209305278724
2023-05,AWS Developers,Google Cloud Tech,0.16330999407763078,0.22065073812999922,0.18898165251066115
2023-05,AWS Developers,IBM Technology,0.11660569146560869,0.10971096608354879,0.10640101210073655
2023-05,AWS Developers,Microsoft Azure,0.18208563736608727,0.22876092236983236,0.209894854795244
2023-05,Google Cloud Tech,IBM Technology,0.15012428135929332,0.11893690776348367,0.08619806764920343
2023-05,Google Cloud Tech,Microsoft Azure,0.19402156090998118,0.19081263793618503,0.17701531470099258
2023-05,IBM Technology,Microsoft Azure,0.10984776084534222,0.11866323835273822,0.078180736499015
2023-06,AWS Developers,Google Cloud Tech,0.16461207562728494,0.17530291857891406,0.1880334721883723
2023-06,AWS Developers,IBM Technology,0.06330845471882733,0.1986138889315657,0.1352297348931049
2023-06,AWS Developers,Microsoft Azure,0.17004306888295742,0.16923269832714005,0.1815467986501254
2023-06,Google Cloud Tech,IBM Technology,0.09546907177138292,0.15534359137914241,0.11425037157093118
2023-06,Google Cloud Tech,Microsoft Azure,0.13855314908592808,0.20911392934444437,0.1387564862720457
2023-06,IBM Technology,Microsoft Azure,0.06365611035303853,0.15571436807220917,0.1703421211665976
2023-07,AWS Developers,Google Cloud Tech,0.23623215461833266,0.13497218060995422,0.17581096219644496
2023-07,AWS Developers,IBM Technology,0.1009048835989779,0.18019280247838024,0.1410472306383926
2023-07,AWS Developers,Microsoft Azure,0.12329469047352225,0.14030787406021064,0.1446838727230006
2023-07,Google Cloud Tech,IBM Technology,0.0814653821199861,0.15997438151071391,0.1195161630111874
2023-07,Google Cloud Tech,Microsoft Azure,0.05839104901844174,0.14463477196328808,0.1518632948844941
2023-07,IBM Technology,Microsoft Azure,0.09620384965145301,0.12604057171243957,0.2122072492478285
2023-08,AWS Developers,Google Cloud Tech,0.22244500410974688,0.12815775462988468,0.13172094876786206
2023-08,AWS Developers,IBM Technology,0.035041401187803425,0.2362957657853187,0.1354540201793623
2023-08,AWS Developers,Microsoft Azure,0.14508399543766012,0.0941151995527175,0.13305835923357645
2023-08,Google Cloud Tech,IBM Technology,0.09069504430121844,0.13150831615488756,0.05381876727311065
2023-08,Google Cloud Tech,Microsoft Azure,0.13344660365394212,0.10987177745683518,0.0903990328876933
2023-08,IBM Technology,Microsoft Azure,0.08066320562922621,0.14626110763492298,0.10253110918173988
2023-09,AWS Developers,Google Cloud Tech,0.12697936225798231,0.15364418939796815,0.13113971626942839
2023-09,AWS Developers,IBM Technology,0.108150056143755,0.09840865992552908,0.09117278009758285
2023-09,AWS Developers,Microsoft Azure,0.1251771695270336,0.12869597256601184,0.15032178214689654
2023-09,Google Cloud Tech,IBM Technology,0.11140499036694605,0.09203557853583681,0.04559699227162393
2023-09,Google Cloud Tech,Microsoft Azure,0.13915351968213296,0.13926566798772078,0.10457326192842467
2023-09,IBM Technology,Microsoft Azure,0.12376514358770441,0.21639049285078393,0.11489505592454943
2023-10,AWS Developers,Google Cloud Tech,0.13196771997732998,0.23732093844005928,0.15317549910970718
2023-10,AWS Developers,IBM Technology,0.12070666175094187,0.21461344647880437,0.16316573605822954
2023-10,AWS Developers,Microsoft Azure,0.21757447383962794,0.24812482012049708,0.2382536244046486
2023-10,Google Cloud Tech,IBM Technology,0.06458835117447358,0.1874473484126817,0.1095798075032845
2023-10,Google Cloud Tech,Microsoft Azure,0.20141261930965867,0.19815687313811806,0.21084462862207076
2023-10,IBM Technology,Microsoft Azure,0.06642928216354625,0.1937208929731016,0.15491031264195226
2023-11,AWS Developers,Google Cloud Tech,0.12067820451342443,,0.17610116933155162
2023-11,AWS Developers,IBM Technology,0.18872080747735906,,0.1856704663446761
2023-11,AWS Developers,Microsoft Azure,0.14205828981420918,,0.1617659369320738
2023-11,Google Cloud Tech,IBM Technology,0.11274365338653149,0.2449471376662795,0.15083220301284653
2023-11,Google Cloud Tech,Microsoft Azure,0.0950151609352538,0.20474528010545626,0.15278259296348906
2023-11,IBM Technology,Microsoft Azure,0.15542478894950706,0.3389643400691959,0.20556253693801782
2023-12,AWS Developers,Google Cloud Tech,,0.1450156692093134,0.10019503702609399
2023-12,AWS Developers,IBM Technology,,0.08300176422897147,0.033372762266407854
2023-12,AWS Developers,Microsoft Azure,,0.20170044989890273,0.13312188456065116
2023-12,Google Cloud Tech,IBM Technology,0.1950886004033459,0.151523307632301,0.15616637706819764
2023-12,Google Cloud Tech,Microsoft Azure,0.21027107057740949,0.16099388936820647,0.2026167629445654
2023-12,IBM Technology,Microsoft Azure,0.15456850587550716,0.21552036001819141,0.17346849890800572
2024-01,IBM Technology,Microsoft Azure,,0.242106104818341,0.04184492786679945
2024-02,AWS Developers,Google Cloud Tech,0.03426602921948897,,
2024-02,AWS Developers,IBM Technology,0.11206064105116924,,0.1580962097427408
2024-02,AWS Developers,Microsoft Azure,0.23104323861536036,,0.18627924661039555
2024-02,Google Cloud Tech,IBM Technology,0.05800459214413891,,-0.017757544820551287
2024-02,Google Cloud Tech,Microsoft Azure,0.061688672785009134,,0.042221835117594045
2024-02,IBM Technology,Microsoft Azure,0.14189187238079143,0.11621409321529397,0.07685645571728292
2024-03,AWS Developers,Google Cloud Tech,-0.011638730932475059,0.13844194938271331,0.010711668023614547
2024-03,AWS Developers,IBM Technology,0.05528557437141986,0.23424066139996386,0.04608470064170038
2024-03,AWS Developers,Microsoft Azure,,0.14237794668253578,0.004895497218865357
2024-03,Google Cloud Tech,IBM Technology,0.07639117727515868,0.29174580211184775,0.1475495708871249
2024-03,Google Cloud Tech,Microsoft Azure,,0.23868373230614337,0.09314662267144591
2024-03,IBM Technology,Microsoft Azure,,0.2538606461402475,0.16292458792124134
2024-04,AWS Developers,Google Cloud Tech,0.16788080795256272,,0.1519767510204439
2024-04,AWS Developers,IBM Technology,0.09125714121213836,,0.1772192448808019
2024-04,AWS Developers,Microsoft Azure,,,0.16485687565652793
2024-04,Google Cloud Tech,IBM Technology,0.22617511266902657,0.16972466408953,0.15371289393435067
2024-04,Google Cloud Tech,Microsoft Azure,,0.18896287380011031,0.15011812582795966
2024-04,IBM Technology,Microsoft Azure,,0.17991254151423497,0.08564250097404746
2024-05,AWS Developers,Google Cloud Tech,0.15968301560700396,,0.1734185980538413
2024-05,AWS Developers,IBM Technology,0.10845205566779478,,0.19404906377717632
2024-05,AWS Developers,Microsoft Azure,0.2202582623249958,,0.18804270790120117
2024-05,Google Cloud Tech,IBM Technology,0.08774195554898517,0.17834144476064182,0.12398590473934552
2024-05,Google Cloud Tech,Microsoft Azure,0.1736830486609258,0.13092119372633318,0.15730476783210035
2024-05,IBM Technology,Microsoft Azure,0.12102184189321369,0.09777939109439547,0.10632625503047427
2024-06,AWS Developers,Google Cloud Tech,0.23538409926124,,0.24075670911527838
2024-06,AWS Developers,IBM Technology,0.10058148116080905,,0.14797577265318745
2024-06,AWS Developers,Microsoft Azure,,,0.1293828625272106
2024-06,Google Cloud Tech,IBM Technology,0.0856657352564415,0.17873788370908097,0.12178344923182668
2024-06,Google Cloud Tech,Microsoft Azure,,0.15860667904430426,0.14785990447073008
2024-06,IBM Technology,Microsoft Azure,,0.12415916287441697,0.08523543607838853
2024-07,AWS Developers,Google Cloud Tech,0.10352919922270759,,0.1483920142448484
2024-07,AWS Developers,IBM Technology,0.11315928804779003,,0.13915469624313917
2024-07,AWS Developers,Microsoft Azure,0.08090846520258457,,0.12734813803698908
2024-07,Google Cloud Tech,IBM Technology,0.17174872231613122,0.18874410536955943,0.16963159220472274
2024-07,Google Cloud Tech,Microsoft Azure,0.0707152351965155,0.15681589588634173,0.11903669168911371
2024-07,IBM Technology,Microsoft Azure,0.006996111370644025,0.1358829865574005,0.08468741734196047
2024-08,AWS Developers,Google Cloud Tech,0.19958292563009306,,0.1682330390655988
2024-08,AWS Developers,IBM Technology,0.15876158250365935,,0.1797331839155875
